Time of Day,Change in Time (ms),X (m),Y (m),Yaw (rad),Velocity (m/s)
16:16:31.707,140,0,0,-0.000523598775598266,0
16:16:31.910,203,0,0,-0.000174532925199422,0
16:16:32.113,203,0,0,-0.000698131700797688,0
16:16:32.316,203,0,0,-0.000698131700797688,0
16:16:32.503,187,0,0,-0.000698131700797688,0
16:16:32.721,218,0,0,-0.00087266462599711,0
16:16:32.908,187,0,0,-0.000523598775598266,0
16:16:33.111,203,0,0,-0.00087266462599711,0
16:16:33.298,187,0,0,-0.000698131700797688,0
16:16:33.517,219,0,0,-0.000523598775598266,0
16:16:33.704,187,0,0,-0.000698131700797688,0
16:16:33.907,203,0,0,-0.000349065850398844,0
16:16:34.110,203,0,0,0,0
16:16:34.312,202,0,0,-0.00087266462599711,0
16:16:34.500,188,0,0,-0.000174532925199422,0
16:16:34.718,218,0,0,0.00261799387799133,0
16:16:34.905,187,0,0,0.00261799387799133,0
16:16:35.108,203,0,0,-0.000349065850398844,0
16:16:35.311,203,0,0,-0.00558505360638195,0
16:16:35.514,203,-5.58014150703324E-07,5.07469321260666E-05,-0.0109955742875643,0.0005
16:16:35.701,187,-2.59780138817893E-06,0.000200332788335618,-0.014835298641952,0.0011
16:16:35.904,203,-6.10524400837294E-06,0.00042360515535293,-0.0165806278939462,0.0011
16:16:36.106,202,-0.000100303089107244,0.00557374360595074,-0.0183259571459404,0.0499
16:16:36.309,203,-0.000413546063824427,0.0209883962404027,-0.0212930168743308,0.102
16:16:36.496,187,-0.00104801174956306,0.0435967682810756,-0.0329867228626928,0.1399
16:16:36.715,219,-0.0021528527934583,0.0742367120929266,-0.0390953752446728,0.1401
16:16:36.902,187,-0.00304659902466833,0.100419838661649,-0.0291469985083053,0.1401
16:16:37.105,203,-0.00381353778891158,0.127661780122675,-0.027052603405912,0.1284
16:16:37.308,203,-0.00447130887693113,0.154906484909968,-0.0214675497995303,0.1401
16:16:37.510,202,-0.0051231481266981,0.184754966423073,-0.0221656815003279,0.1555
16:16:37.698,188,-0.00598489477762548,0.218151278742131,-0.028623399732707,0.1999
16:16:37.900,202,-0.00722436509607525,0.259623530070928,-0.0310668606854991,0.2109
