32780437,0,0,-11.89,0
32780655,0,0,-12.23,0
32780889,0,0,-12.59,0
32781108,0,0,-14.4,0
32781326,0,0,-18.05,0
32781560,0,0,-23.96,0
32781779,0,0,-31.23,0
32781997,0,0,-38.7,0.109454147553869
32782231,0,0,-45.86,0.109454147553869
32782449,0,0,-52.87,0.109454147553869
32782683,0,0,-60.15,0.128875777738132
32782917,0,0,-68.68,0.128875777738132
32783136,0,0,-78.23,0.184881077778633
32783370,0,0,-88.51,0.184881077778633
32783588,0,0,-98.87,0.223200517771289
32783807,0,0,-109.23,0.223200517771289
32784041,0,0,-119.2,0.279773939352439
32784259,0,0,-128.51,0.226959274712604
32784477,0,0,-137.92,0.226959274712604
32784711,0,0,-148.01,0.188927558205186
32784930,0,0,-158.56,0.188927558205186
32785148,0,0,-169.71,0.188927558205186
32785382,0,0,177.71,0.164986272851388
32785601,0,0,164.42,0.224191980500941
32785819,0,0,149.82,0.224191980500941
32786053,0,0,134.38,0.232660213265524
32786271,0,0,119.56,0.357792496658838
32786505,0,0,104.81,0.357792496658838
32786724,0,0,91.04,0.248199692583891
32786942,0,0,76.46,0.329258652230846
32787176,0,0,61.62,0.315260594927132
32787395,0,0,47.25,0.366243870700612
32787629,0,0,33.87,0.331287573597573
32787863,0,0,21.98,0.427643392167713
32788081,0,0,10.74,0.365162308882375
32788299,0,0,0.76,0.365162308882375
32788533,0,0,-7.46,0.261133175323994
32788752,0,0,-14.16,0.261133175323994
32788970,0,0,-18.86,0.261133175323994
32789204,0,0,-21.17,0.261133175323994
32789423,0,0,-21.09,0.261133175323994
32789641,0,0,-20.48,0
32789875,0,0,-20.2,0
