x,y,yaw,velocity
0,0,125.92,0
0,0,126.61,0
0,0,127.16,0
0,0,127.73,0
0,0,128.19,0
0,0,128.36,0
0,0,128.45,0
0,0,128.18,0
0,0,127.75,0
0.0206590051382616,0.00374264779968221,127.09,0.135889979499197
0.0499240785750104,-0.01414146677587,126.28,0.251762367597056
0.0780778360090786,-0.0656795079998678,126.18,0.251762367597056
0.145554904652617,-0.0741511986141052,127.56,0.337942298019389
0.202511903892806,-0.0449149846054964,127.26,0.266479363924992
0.253279956418712,-0.0808957487953953,126.39,0.299946844985553
0.31651110455405,-0.103538169391588,126.86,0.34915455836593
0.403715690028117,-0.125631255890683,126.97,0.475771784706788
0.524300742662204,-0.128388624280664,127.29,0.624984012359334
0.653222897167205,-0.0705598621651727,127.83,0.684395111915286
0.710612179229768,0.0714205425640483,128.95,0.746134179184156
0.589122991012085,0.152729727449052,130.23,0.662752709876962
0.463594187472672,0.105417106974622,131.04,0.617647786440031
0.417625925581866,-0.0191941822979057,131.74,0.655984545598378
0.463975664031556,-0.156653906915013,132.49,0.685818562647223
0.513974938283637,-0.28328154270169,131.84,0.619659668480553
0.502302787794267,-0.422005010060834,131.92,0.534831690507328
0.516447012239521,-0.531147592526993,131.88,0.464861228741708
0.497438430316128,-0.622220477439802,131.28,0.406152362769894
0.43984114460463,-0.690601681051831,131.19,0.355095374672394
0.404322899221206,-0.756472753631337,131.62,0.301464220991758
0.392894830131839,-0.821254616167111,131.62,0.301464220991758
0.38820031010713,-0.891115659864438,131.95,0.301464220991758
0.383466806632682,-0.955210858861453,131.3,0.301464220991758
0.332649769739412,-0.993534061473669,130.4,0.301464220991758
0.268010243259608,-0.984306302403796,129.87,0
0.268010243259608,-0.984306302403796,129.21,0
0.268010243259608,-0.984306302403796,128.74,0
0.268010243259608,-0.984306302403796,127.89,0
0.28156254247617,-0.969764126898354,128.07,0.182736301541056
0.275653439869024,-0.920550282664593,129.4,0.361400224595336
0.215730430801786,-0.952852622389881,131.89,0.420052948943675
0.296567931151431,-0.972809931519264,133.9,0.477747848334953
0.393653341335115,-0.900387191174481,134,0.511332934333895
0.504513055598629,-0.872329509683309,133.22,0.582788202405063
0.590838589055461,-0.957864226039918,131.96,0.713623355044261
0.512561453703528,-1.09341204180211,131.05,0.686866195502259
0.422498848870348,-1.221372407871,131,0.802160796920495
0.287425590640722,-1.31795626257561,131.03,0.685818562647223
0.155160088314869,-1.41162682262624,130.78,0.700683308373958
0.10950294701482,-1.53945995069329,132.36,0.675423115364164
0.165306591987702,-1.66825582728783,132.15,0.561548986581718
0.261466639990067,-1.78795853632041,132.59,0.601352398031826
0.3087370951423,-1.90274892196886,131.82,0.56186793977187
0.228368239727594,-1.96296494916444,130.02,0.53587469922121
0.157559607016827,-1.87303480645128,128.61,0.409447307434749
0.20576530743777,-1.80147695172769,127.65,0.409447307434749
0.298667872435542,-1.79477745157705,126.83,0.409447307434749
0.337787977597457,-1.82650478319337,126.16,0.168143985375706
0.371566575137516,-1.84547092547083,127.19,0.230749870483404
0.35542826597018,-1.82639740882044,130.88,0.419091973717317
0.388801294990696,-1.81284327774433,135.56,0.499154654739305
0.368086579119855,-1.82860329460663,143.58,0.591641563853083
0.351696535993911,-1.84978795794665,151.33,0.755710232820744
0.334996454948065,-1.84485259231194,157.16,0.881190713310488
0.345976092182279,-1.7952830236214,162.04,0.927978137675754
0.411887282341824,-1.80413575350689,167.05,0.868350328969763
0.418376083565036,-1.88700526386533,171.22,0.864555754905046
0.3707137719995,-1.80023496594315,174.71,0.871256556951166
0.358660786775775,-1.97747077272923,176.42,0.877283340512907
0.47341445395514,-2.11869816131946,176.33,0.846214452320235
0.601263398372713,-2.21909696343623,176.84,0.745122548028287
0.702010844244237,-2.34360091176495,176.21,0.563211509201978
0.704880209684634,-2.45558289679929,175.68,0.420052948943675
0.694825457096599,-2.55307853732501,175.58,0.420052948943675
0.652645476940284,-2.6029011242225,174.7,0.309597112782409
0.587679343270204,-2.60172254138409,173.73,0.309597112782409
0.548072708116477,-2.54256243986226,173.07,0.309597112782409
0.542425146449992,-2.51604301119167,172.49,0.125689252739677
0.623526097394344,-2.49325448178398,170.33,0.618265434226471
0.518883694178472,-2.55281048775694,167.66,0.718495565632157
0.49703135534622,-2.40299807073995,165.74,0.891354023033298
0.607667607063588,-2.44360211495334,162.85,0.936411108256678
0.438971028010367,-2.46463855614273,161.2,0.767078702514232
0.493854017576296,-2.35077450043115,158.56,0.861393847755446
0.473311245804606,-2.50397418066641,155.87,0.984891173598521
0.298867561128524,-2.42883761557141,154.26,1.0426061285438
