Time of Day,Change in Time (ms),X (m),Y (m),Yaw (rad),Velocity (m/s)
17:7:42.177,192,-0.111695474685733,3.24410903515133,-0.035953782591083,0.3264
17:7:42.385,208,-0.114019330530413,3.30979592933625,-0.034732052114687,0.3056
17:7:42.577,192,-0.115906193784801,3.36658692272946,-0.0315904594610972,0.2863
17:7:42.785,208,-0.117730203076982,3.42415323256351,-0.0317649923862966,0.2675
17:7:42.977,192,-0.119232109207324,3.47379125485139,-0.028623399732707,0.2498
17:7:43.184,207,-0.120636221144503,3.52326503216624,-0.0280998009571085,0.2284
17:7:43.378,194,-0.121865687225048,3.56755756907811,-0.0274016692563108,0.2284
17:7:43.583,205,-0.123040424687046,3.61146309557935,-0.0260054058547154,0.2001
17:7:43.776,193,-0.124024407609171,3.65006985277559,-0.0249582083035187,0.2001
17:7:43.985,209,-0.125005083163918,3.6903008445203,-0.0237364778271227,0.185
17:7:44.176,191,-0.125837567441634,3.72562603605402,-0.0233874119767237,0.185
17:7:44.383,207,-0.126726424801371,3.76391071853829,-0.023038346126325,0.185
17:7:44.575,192,-0.127480916939432,3.79632113659913,-0.0235619449019233,0.1527
17:7:44.784,209,-0.128227241769426,3.82822670841209,-0.0232128790515245,0.1527
17:7:44.975,191,-0.12891437876077,3.85738431111872,-0.0239110107523222,0.1527
17:7:45.183,208,-0.12966544551205,3.88913702854814,-0.0233874119767237,0.1527
17:7:45.375,192,-0.13035362231321,3.918447350701,-0.0235619449019233,0.1527
17:7:45.582,207,-0.130874824592026,3.94061092313891,-0.0233874119767237,0.0615
17:7:45.774,192,-0.131150957978213,3.95241569396908,-0.0233874119767237,0.0615
17:7:45.966,192,-0.131424000863839,3.96422053628172,-0.0228638132011254,0.0615
17:7:46.78,112,-0.13150273697615,3.96766363613863,-0.0232128790515245,0
17:7:46.270,192,-0.13150273697615,3.96766363613863,-0.023038346126325,0
17:7:46.481,211,-0.13150273697615,3.96766363613863,-0.0228638132011254,0
17:7:46.671,190,-0.13150273697615,3.96766363613863,-0.0232128790515245,0
17:7:46.878,207,-0.13150273697615,3.96766363613863,-0.0225147473507266,0
17:7:47.69,191,-0.13150273697615,3.96766363613863,-0.0225147473507266,0
17:7:47.277,208,-0.13150273697615,3.96766363613863,-0.0226892802759262,0
17:7:47.470,193,-0.13150273697615,3.96766363613863,-0.0223402144255274,0
17:7:47.678,208,-0.13150273697615,3.96766363613863,-0.0221656815003279,0
17:7:47.870,192,-0.13150273697615,3.96766363613863,-0.0226892802759262,0
17:7:48.78,208,-0.13150273697615,3.96766363613863,-0.0223402144255274,0
17:7:48.268,190,-0.13150273697615,3.96766363613863,-0.0282743338823079,0
17:7:48.478,210,-0.13150273697615,3.96766363613863,-0.0272271363311112,0
17:7:48.669,191,-0.13150273697615,3.96766363613863,-0.0268780704807126,0
17:7:48.877,208,-0.1315027
