Orientation,Intensity
0,0.010496226372531
1,0.00510270471999353
2,0.00359493080470042
3,0.00312498735602124
4,0.00266605088182654
5,0.00238722368062549
6,0.00226078344528632
7,0.0020045736956161
8,0.0023366640161673
9,0.00186297968500189
10,0.00204698267125493
11,0.00219789207439581
12,0.00206147042424048
13,0.0013899898966728
14,0.00218959977489666
15,0.00219056705501781
16,0.00223139876676085
17,0.00264753238789846
18,0.00435109897055571
19,0.00242936150624061
20,0.00209223873313188
21,0.00247648706430267
22,0.00197960277341739
23,0.00261926459518609
24,0.0025894786267196
25,0.00353060094866934
26,0.00370053540997404
27,0.00338661872443732
28,0.00232603072848179
29,0.00236338051314302
30,0.00250283162890406
31,0.00150175797042431
32,0.00196704166136123
33,0.00180475669571417
34,0.00187656725828471
35,0.00173313076201758
36,0.00206784884734055
37,0.00198297810742577
38,0.00204725714530966
39,0.00200316538210725
40,0.00221920789253028
41,0.00241495387299263
42,0.00272521351299928
43,0.00311370969344996
44,0.00342993563650449
45,0.0139712101284541
46,0.00334185506719563
47,0.00267720376796138
48,0.00259624841744871
49,0.00228080254194704
50,0.00209772240731404
51,0.00209367932152668
52,0.00193193637256137
53,0.00205685884547841
54,0.00169162758120694
55,0.0019594603453407
56,0.00195145917786752
57,0.00207080918189227
58,0.00138326333902927
59,0.00270155256668245
60,0.00267196415339483
61,0.00268286972484028
62,0.00394347533639367
63,0.00465946856791262
64,0.00420122710748623
65,0.00275453456324729
66,0.00282384140545909
67,0.00223337399472207
68,0.0025336872756877
69,0.00217827087979738
70,0.00274551146938772
71,0.00532568100096013
72,0.0029213723511634
73,0.00235044203277128
74,0.00228786928224056
75,0.00239072897074197
76,0.00147674345684622
77,0.00219076539543111
78,0.00212893568654752
79,0.00204859493616607
80,0.00182042854254869
81,0.00234047547470199
82,0.00197590278681103
83,0.0020732149147319
84,0.00231965637607726
85,0.00245097989174443
86,0.00331948411687132
87,0.00357715638447221
88,0.00541890847904042
89,0.00690467192065806
90,0.0108334034805199
91,0.00578258249920932
92,0.00371718430908235
93,0.00307093131413462
94,0.00241649909793462
95,0.00247170828204218
96,0.00210110097923859
97,0.00191604407373868
98,0.00226734676768291
99,0.00169222619626648
100,0.00201446153660632
101,0.00215115333958449
102,0.00217188021079443
103,0.00160690789412663
104,0.00237818825817717
105,0.00222570295230204
106,0.00223320566531701
107,0.00276126120965312
108,0.00503808226139014
109,0.00291489770990196
110,0.00203508297197079
111,0.00245352852333433
112,0.00216264134404262
113,0.00257325322956531
114,0.00276986509155263
115,0.00401084828598421
116,0.00431411763382485
117,0.00383782974536822
118,0.00257339893111931
119,0.00246454282873411
120,0.00259052719205117
121,0.00141862619435757
122,0.00201639262570598
123,0.00190738644146017
124,0.00185848949618067
125,0.00177750189516167
126,0.00199873959132839
127,0.00201791925717162
128,0.00194826881924422
129,0.00197841824752707
130,0.00222066736253478
131,0.00247982409604667
132,0.00253681142982663
133,0.00343803347610283
134,0.00396645556672151
135,0.0136794906525749
136,0.00309313016836301
137,0.00255762869315817
138,0.00233180885276954
139,0.0021563860804028
140,0.00196633492333751
141,0.0018527400930625
142,0.00178182833898642
143,0.00204966457523535
144,0.00173746138811402
145,0.00186773429584769
146,0.0019641750296322
147,0.00198046608447298
148,0.00131478571661173
149,0.00237986680224235
150,0.00229236891164552
151,0.00223707650514971
152,0.00309575558052879
153,0.00364434783437292
154,0.00335754853010829
155,0.00219006335547407
156,0.00241299472332926
157,0.00186947430261482
158,0.00223070620012935
159,0.00187095659853138
160,0.00231597201001111
161,0.00433276645900678
162,0.00232039892265921
163,0.00198250483478118
164,0.00220998724826176
165,0.00232096964955983
166,0.00137550296718905
167,0.00197439828807486
168,0.00199130845012176
169,0.0017862039815754
170,0.00164912708739257
171,0.0021278916280659
172,0.00173568132148917
173,0.00188687112173207
174,0.00201931755840014
175,0.00229694670705809
176,0.00276905407913276
177,0.00335189091732533
178,0.00541205854475007
179,0.00838207327155822
180,0.0115609512060216
181,0.00563784276813563
182,0.00363800993042239
183,0.00275120043049917
184,0.00224607534033105
185,0.00208398400681516
186,0.00198466362079977
187,0.00174647933339661
188,0.00220939344089261
189,0.00164171090310813
190,0.00185421390623458
191,0.00197435099728835
192,0.00201332552651587
193,0.00141833068683248
194,0.00220615322438065
195,0.00214347492748408
196,0.00201590258595334
197,0.00252835363164431
198,0.00493121140905899
199,0.00250424754137917
200,0.0019535107832723
201,0.00226761597189547
202,0.00198342907437954
203,0.00233733934287544
204,0.00250394554294961
205,0.00344121221647579
206,0.00429885285456493
207,0.00344872300822487
208,0.00234877335575347
209,0.00235743291867832
210,0.00233417070454165
211,0.0012427216411784
212,0.0019571346448396
213,0.00184649601615259
214,0.00190087428410329
215,0.00168639586561981
216,0.00199228401518126
217,0.00191255775963361
218,0.0019038573875667
219,0.00198456506265125
220,0.00215825231171428
221,0.00249047172194991
222,0.00252188884346071
223,0.00368591533514494
224,0.00448087693624505
225,0.0155736459694353
226,0.00341673861876805
227,0.00281998219609219
228,0.00245301758769708
229,0.002165727145736
230,0.00201243785414468
231,0.00190984928598938
232,0.00191180828256288
233,0.00199571218569613
234,0.00171986511653353
235,0.00184022004910869
236,0.00187169304060038
237,0.00202984091386319
238,0.00134386172880805
239,0.00244445002287333
240,0.00244376735627775
241,0.00292369890397858
242,0.00436404198650297
243,0.00464554287890111
244,0.00405847477729898
245,0.0026813768389525
246,0.00260387253918865
247,0.00218175155997467
248,0.00235802795820222
249,0.00210458030866605
250,0.00261995095254136
251,0.00573267848374434
252,0.00299033989143817
253,0.00219891302495101
254,0.00225616839347618
255,0.00232779526753161
256,0.00141439377701757
257,0.00208330284928215
258,0.00209818754019762
259,0.00190116041208592
260,0.0017364280033926
261,0.00225903618274095
262,0.00178494569771235
263,0.00209374193097507
264,0.00213950211834454
265,0.0023401452890044
266,0.00296755871451377
267,0.00343160817633693
268,0.00517961886463267
269,0.00789390541238528
270,0.0118105232312614
271,0.00544069434647849
272,0.00331457573656981
273,0.00297053215736894
274,0.00238650865569235
275,0.00220760996070482
276,0.00204271107912816
277,0.00182782869952312
278,0.00229862659945937
279,0.00169943086565435
280,0.00180442295150836
281,0.00209201504967241
282,0.00205980056185541
283,0.00152465683244607
284,0.00229229329292443
285,0.00216773185306643
286,0.00217086767548458
287,0.00227930437506595
288,0.00467681306595852
289,0.00264016116990548
290,0.0021097944330946
291,0.00222302051419408
292,0.00213580173586297
293,0.00244224077874241
294,0.0023000819524636
295,0.00323126630872777
296,0.00418009646851025
297,0.00327123905670645
298,0.00249433927787988
299,0.0023889189611664
300,0.00259001902190938
301,0.00152386334325488
302,0.00206581271470157
303,0.00196498032902331
304,0.00196391133813425
305,0.00173348871950517
306,0.0020423050075629
307,0.00199668000108202
308,0.00192660045625707
309,0.00205366259630181
310,0.00218493204203775
311,0.00251031080218806
312,0.00268739222412009
313,0.00300657579580189
314,0.00366219090286597
315,0.012848921867319
316,0.00311056714437864
317,0.00263810008404198
318,0.00239520828521439
319,0.00224202281231378
320,0.0019083303651197
321,0.00202290564946672
322,0.00188165029743396
323,0.00205192290530749
324,0.00169951435776643
325,0.0019386331050428
326,0.00186822809144674
327,0.00195346629766999
328,0.00140590988693111
329,0.00258418985941158
330,0.0026520146337515
331,0.00237378308521487
332,0.00307108100957601
333,0.00430349799245748
334,0.00320731052252
335,0.00260973244324515
336,0.00251051873702252
337,0.00201413872785753
338,0.00229982758543265
339,0.00205289373217378
340,0.00261371634434515
341,0.00462859937513193
342,0.002526922727185
343,0.00220168640238161
344,0.00220602471537969
345,0.00219072226157765
346,0.00152958659729477
347,0.00216575932090905
348,0.00213836366131115
349,0.00189863969617173
350,0.00173242884529983
351,0.00230611250891841
352,0.00204268187247754
353,0.00218594807962128
354,0.00226004739491074
355,0.00254575970473035
356,0.00333471621317807
357,0.00337731060356151
358,0.00502547963180405
359,0.00674275700865557
