Time of Day,Change in Time (ms),X (m),Y (m),Yaw (rad),Velocity (m/s)
16:56:48.680,166,0,0,-0.00104719755119653,0
16:56:48.889,209,0,0,-0.000698131700797466,0
16:56:49.81,192,0,0,-0.000349065850398844,0
16:56:49.290,209,0,0,-0.000523598775598266,0
16:56:49.481,191,0,0,0,0
16:56:49.689,208,0,0,0,0
16:56:49.881,192,0,0,-0.000349065850398844,0
16:56:50.89,208,0,0,-0.0001745329251992,0
16:56:50.280,191,0,0,-0.000698131700797466,0
16:56:50.488,208,0,0,-0.000523598775598266,0
16:56:50.680,192,0,0,-0.00104719755119653,0
16:56:50.888,208,0,0,-0.00104719755119653,0
16:56:51.80,192,0,0,-0.00104719755119653,0
16:56:51.288,208,0,0,-0.00122173047639595,0
16:56:51.481,193,0,0,-0.00087266462599711,0
16:56:51.688,207,0,0,-0.00174532925199422,0
16:56:51.880,192,0,0,-0.00174532925199422,0
16:56:52.89,209,0,0,-0.00191986217719364,0
16:56:52.279,190,0,0,-0.00209439510239307,0
16:56:52.488,209,0,0,-0.00174532925199422,0
16:56:52.680,192,0,0,-0.00174532925199422,0
16:56:52.888,208,0,0,-0.00139626340159538,0
16:56:53.80,192,0,0,-0.00157079632679502,0
16:56:53.287,207,0,0,-0.00157079632679502,0
16:56:53.480,193,0,0,-0.00139626340159538,0
16:56:53.687,207,0,0,-0.00157079632679502,0
16:56:53.879,192,0,0,-0.00174532925199422,0
16:56:54.88,209,0,0,-0.00139626340159538,0
16:56:54.279,191,0,0,-0.00122173047639595,0
16:56:54.487,208,0,0,-0.00139626340159538,0
16:56:54.679,192,0,0,-0.00122173047639595,0
16:56:54.872,193,0,0,-0.00174532925199422,0
16:56:55.80,208,0,0,-0.00087266462599711,0
16:56:55.270,190,0,0,-0.00122173047639595,0
16:56:55.480,210,0,0,-0.00122173047639595,0
16:56:55.671,191,0,0,-0.00122173047639595,0
16:56:55.879,208,0,0,-0.00139626340159538,0
16:56:56.71,192,0,0,-0.00157079632679502,0
16:56:56.280,209,0,0,-0.00174532925199422,0
16:56:56.471,191,0,0,-0.00174532925199422,0
16:56:56.679,208,0,0,-0.00174532925199422,0
16:56:56.871,192,0,0,-0.00157079632679502,0
16:56:57.78,207,0,0,-0.00174532925199422,0
16:56:57.271,193,0,0,-0.00157079632679502,0
16:56:57.478,207,0,0,-0.00157079632679502,0
16:56:57.671,193,0,0,-0.00139626340159538,0
16:56:57.878,207,0,0,-0.00139626340159538,0
16:56:58.70,192,0,0,-0.00139626340159538,0
16:56:58.278,208,0,0,-0.00139626340159538,0
16:56:58.471,193,0,0,-0.00122173047639595,0
16:56:58.677,206,0,0,-0.00139626340159538,0
16:56:58.870,193,0,0,-0.00157079632679502,0
16:56:59.79,209,0,0,-0.00139626340159538,0
16:56:59.271,192,0,0,-0.00122173047639595,0
16:56:59.478,207,0,0,-0.00087266462599711,0
16:56:59.666,188,0,0,-0.000523598775598266,0
16:56:59.877,211,-9.57487549865751E-08,0.000137149966577378,-0.000698131700797466,0.0013
16:57:0.69,192,-3.13565814671684E-07,0.000386749867735125,-0.00104719755119653,0.0013
16:57:0.277,208,-7.09266804553073E-07,0.000813149682722703,-0.00087266462599711,0.0028
16:57:0.469,192,-1.17841124794346E-06,0.00135074947801981,-0.00087266462599711,0.0028
16:57:0.678,209,-1.02612746941412E-05,0.00670114166313802,-0.00174532925199422,0.0484
16:57:0.869,191,-3.53547785504433E-05,0.0221625712507407,-0.00157079632679502,0.1135
16:57:1.78,209,-7.48798306796267E-05,0.0489876920311981,-0.00139626340159538,0.1432
16:57:1.269,191,-0.000112560928623358,0.0778764173467918,-0.00122173047639595,0.1593
16:57:1.478,209,-0.000158053681561889,0.112539037361676,-0.00139626340159538,0.1724
16:57:1.669,191,-0.000196484836150216,0.146699364574582,-0.00087266462599711,0.1853
16:57:1.877,208,-0.000238892000056597,0.186916141604689,-0.00122173047639595,0.2014
16:57:2.70,193,-0.000289139683090452,0.225332758597277,-0.00139626340159538,0.1967
16:57:2.277,207,-0.000352772458098569,0.265863308028424,-0.00174532925199422,0.1949
16:57:2.468,191,-0.000418227246005594,0.303366100908331,-0.00174532925199422,0.1978
16:57:2.677,209,-0.000504605616711216,0.344622607970143,-0.00244346095279213,0.197
16:57:2.869,192,-0.000618083125121975,0.383819239980395,-0.00331612557878924,0.2113
16:57:3.76,207,-0.000758432354335245,0.427278663191402,-0.0031415926535896,0.2086
16:57:3.268,192,-0.000907926547491553,0.467147175476146,-0.00436332312998577,0.2067
16:57:3.477,209,-0.00111745906000951,0.51005435798327,-0.00541052068118253,0.2039
16:57:3.669,192,-0.00134171051253315,0.548463299685357,-0.00628318530717964,0.1962
16:57:3.875,206,-0.00159803577812654,0.587674560548572,-0.00680678408277791,0.1845
16:57:4.68,193,-0.00185284267032027,0.623282146695347,-0.00750491578357537,0.1845
16:57:4.277,209,-0.00215878814432191,0.662646106426614,-0.00802851455917386,0.1922
16:57:4.468,191,-0.00249357490318615,0.700176098937532,-0.0097738438111683,0.2008
16:57:4.676,208,-0.00247081223830753,0.699749909170444,-0.0106465084371654,-0.2049
16:57:4.866,190,-0.00250541623337837,0.701279119437128,-0.0115191730631625,0.221
16:57:5.57,191,-0.00303337078800105,0.745368304313339,-0.0123918376891596,0.2407
16:57:5.267,210,-0.0036838274916586,0.796404656347245,-0.0130899693899575,0.2454
16:57:5.459,192,-0.00431257350802333,0.844112513196129,-0.0132645023151567,0.2516
16:57:5.668,209,-0.00501113969998146,0.898239002178282,-0.0125663706143591,0.2664
16:57:5.859,191,-0.00564008513740572,0.949356281310152,-0.0120427718387608,0.2689
16:57:6.68,209,-0.00629838973539477,1.00481052319305,-0.0116937059883619,0.2618
16:57:6.259,191,-0.00685725903598888,1.05443872182026,-0.0108210413623646,0.2579
16:57:6.468,209,-0.0074232385063728,1.10715593348918,-0.0106465084371654,0.2466
16:57:6.660,192,-0.00789892775648107,1.15412631835781,-0.00959931088596866,0.2427
16:57:6.867,207,-0.00837030496629169,1.2041352960796,-0.00925024503557004,0.2405
16:57:7.60,193,-0.00878073768163024,1.25023151609679,-0.00855211333477213,0.2372
16:57:7.267,207,-0.00918821911951855,1.30110012709948,-0.00750491578357537,0.2543
16:57:7.459,192,-0.00952596859012394,1.35010695410417,-0.00628318530717964,0.2562
16:57:7.668,209,-0.00983639299667709,1.40403850333365,-0.00523598775598288,0.2599
16:57:7.859,191,-0.0100525914854234,1.45356431258457,-0.00349065850398866,0.2587
16:57:8.66,207,-0.0102150421875326,1.50669060915562,-0.00261799387799133,0.2546
16:57:8.258,192,-0.0103173021962109,1.55549689533676,-0.00157079632679502,0.2538
16:57:8.467,209,-0.0103589629963374,1.60825891261644,0,0.2511
16:57:8.657,190,-0.0103507058438139,1.6557684111753,0.000349065850399066,0.249
16:57:8.866,209,-0.0102630544595914,1.70826909303121,0.0029670597283904,0.2534
16:57:9.58,192,-0.010084565525656,1.75695995401791,0.00436332312998577,0.2538
16:57:9.266,208,-0.00982950271716089,1.81007213651638,0.00523598775598288,0.2569
16:57:9.458,192,-0.00953367715051894,1.85922323112263,0.00680678408277791,0.2551
16:57:9.666,208,-0.00913634288068202,1.91109688968117,0.00855211333477235,0.2437
16:57:9.859,193,-0.00870549081140417,1.95898789707966,0.00942477796076946,0.2526
16:57:10.65,206,-0.00817908262171971,2.01098992010159,0.0108210413623648,0.2523
16:57:10.258,193,-0.00762776925649398,2.05995091157389,0.0116937059883619,0.2551
16:57:10.466,208,-0.0070034531985014,2.11218637901803,0.0122173047639604,0.2472
16:57:10.658,192,-0.00641930282403521,2.15932835924792,0.0125663706143593,0.2439
16:57:10.865,207,-0.00577967553609663,2.20953213402401,0.0129154364647581,0.2412
16:57:11.57,192,-0.00518573645728471,2.25582912421436,0.0127409035395587,0.2411
16:57:11.266,209,-0.00453090282648844,2.30523237776811,0.0137881010907552,0.2317
16:57:11.457,191,-0.00393231867632763,2.34948302787489,0.013264502315157,0.2317
16:57:11.665,208,-0.00397022993594615,2.34919232893353,0.0146607657167523,-0.2345
16:57:11.857,192,-0.00462058166222674,2.30483549634607,0.0146607657167523,-0.2276
16:57:12.65,208,-0.00463628571188211,2.30376441146483,0.0146607657167523,0.2173
16:57:12.257,192,-0.00402435554398165,2.34550072570207,0.0146607657167523,0.2175
16:57:12.465,208,-0.00336693759108621,2.39088156335685,0.0143116998663537,0.2189
16:57:12.659,194,-0.00272887895684678,2.4341194516037,0.0151843644923508,0.2269
16:57:12.865,206,-0.00200415405286032,2.48184414925443,0.0151843644923508,0.2365
16:57:13.57,192,-0.00123603715194264,2.52856100016246,0.0176278254451427,0.2502
16:57:13.266,209,-0.000259505082070785,2.5818052328419,0.0190240888467383,0.2594
16:57:13.457,191,0.
