0,0,56447932,-25.73,0
0,0,56448156,-25.74,0
0,0,56448383,-25.73,0
0,0,56448604,-25.17,0
0,0,56448828,-23,0
-0.0144595939226073,0.00990272030908941,56449052,-18.86,0.369803624210226
-0.0798990286284553,0.0547192222485907,56449276,-13.34,0.55945294353713
-0.162812425949757,0.111502848949582,56449499,-7.3,0.581965345783242
-0.250707238647946,0.171698021194987,56449723,-0.63,0.763880073175563
-0.349294050875943,0.239215659164902,56449947,7.18,0.759073584071788
-0.462420076024078,0.316690544885551,56450171,16.96,0.921580673339253
-0.586686553521472,0.401795021334815,56450395,27.22,0.929722457483416
-0.707905310526424,0.484812252196238,56450619,43.32,0.871717214277718
-0.820517984210905,0.561935566773739,56450843,61.48,0.726303006433447
-0.92818158866589,0.635669488216665,56451066,80.76,0.825316781880823
-1.03015194424885,0.705504361627435,56451290,96.27,0.793920300772355
-1.15899812014023,0.793745265872554,56451530,108.63,0.8953880292925
-1.28148453646762,0.87763065913083,56451754,117.81,0.890231006805574
-1.40109278578752,0.959544926295892,56451978,124.98,0.815250284129186
-1.50716683392035,1.03219023268102,56452201,129.58,0.81417670350811
-1.61151010649057,1.10365020935315,56452425,131.74,0.730378540137592
-1.71227279128583,1.17265800379475,56452649,130.71,0.767316703973281
-1.81871449781384,1.24555510274585,56452873,129.4,0.796348973403924
-1.9188016111485,1.31410022892313,56453097,129.03,0.682600534613824
-2.00376929360666,1.37229074237726,56453321,128.52,0.474767083299268
-2.06874239213825,1.41678787181374,56453545,130.09,0.474767083299268
-2.1227319973591,1.45376290465089,56453768,130,0.201282850031
-2.15027807396765,1.47262796363714,56453992,130.17,0.201282850031
-2.17782415057621,1.4914930226234,56454216,129.99,0.201282850031
-2.20537022718477,1.51035808160965,56454440,129.27,0.201282850031
