Time of Day,Change in Time (ms),X (m),Y (m),Yaw (rad),Velocity (m/s)
16:58:11.79,132,0,0,-0.000523598775598488,0
16:58:11.288,209,0,0,-0.00087266462599711,0
16:58:11.481,193,0,0,-0.00087266462599711,0
16:58:11.688,207,0,0,-0.000349065850398844,0
16:58:11.880,192,0,0,-0.000523598775598488,0
16:58:12.88,208,0,0,-0.00087266462599711,0
16:58:12.281,193,0,0,-0.00069813170079791,0
16:58:12.488,207,0,0,-0.000523598775598488,0
16:58:12.679,191,0,0,-0.000349065850398844,0
16:58:12.888,209,0,0,-0.000523598775598488,0
16:58:13.79,191,0,0,-0.000523598775598488,0
16:58:13.287,208,0,0,-0.000523598775598488,0
16:58:13.479,192,0,0,-0.00069813170079791,0
16:58:13.688,209,0,0,-0.000174532925199644,0
16:58:13.879,191,1.7334608722688E-07,0.000248299939490798,0.000698131700797466,0.0026
16:58:14.87,208,8.61284986502564E-07,0.00109069965579452,0.00087266462599711,0.0055
16:58:14.279,192,1.61671167995304E-05,0.0101242864999807,0.00174532925199422,0.0886
16:58:14.487,208,8.53965799015547E-05,0.0396394028959454,0.00261799387799133,0.1952
16:58:14.678,191,0.000220606307700325,0.0830343882048238,0.00349065850398866,0.2592
16:58:14.887,209,0.000490767688500185,0.142577848107326,0.00541052068118231,0.3106
16:58:15.79,192,0.000892890577120167,0.207770192149417,0.00680678408277768,0.3685
16:58:15.287,208,0.00144890228566063,0.287338648302174,0.00715584993317653,0.3966
16:58:15.478,191,0.00202913994171253,0.367394195262502,0.00733038285837617,0.4417
16:58:15.687,209,0.00271618161900229,0.461117727111959,0.00733038285837617,0.4552
16:58:15.878,191,0.00337498394704593,0.548879753097736,0.00767944870877502,0.4638
16:58:16.86,208,0.00413562279350851,0.647926432439879,0.00767944870877502,0.4886
16:58:16.278,192,0.00423485120993939,0.644988132581086,0.00523598775598288,-0.5192
16:58:16.487,209,0.00418912017483099,0.650108897907588,0.00401425727958693,0.5682
16:58:16.679,192,0.00457770164642961,0.75864579198253,0.0031415926535896,0.5624
16:58:16.870,191,0.00432370700637237,0.866176866885711,-0.00785398163397466,0.5636
16:58:16.982,112,0.00336878954852917,0.929380795457688,-0.0223402144255276,0.5652
16:58:17.174,192,0.000592867621196211,1.03824727300787,-0.0286233997327072,0.5692
16:58:17.382,208,-0.00315078829153802,1.15640422993327,-0.0347320521146872,0.5675
16:58:17.574,192,-0.00679507794793215,1.26853996104759,-0.0303687289847014,0.6012
16:58:17.782,208,-0.0100385439036632,1.39317177678561,-0.0216420827247297,0.5976
16:58:17.973,191,-0.0120255135042346,1.50924342167319,-0.0127409035395587,0.618
16:58:18.181,208,-0.0131764209175408,1.6391125647666,-0.00506145483078368,0.6308
16:58:18.373,192,-0.0132161000964532,1.75846798367856,0.0045378560551852,0.6125
16:58:18.581,208,-0.0121882530975686,1.88629987266793,0.0115191730631623,0.6167
16:58:18.774,193,-0.010306498156076,2.00438041006827,0.0204203522483335,0.6071
16:58:18.981,207,-0.00742536280187065,2.12742831030654,0.0265290046303137,0.5821
16:58:19.172,191,-0.0076073736281583,2.13057686802116,0.0315904594610974,-0.5492
16:58:19.381,209,-0.00761165635776052,2.12660388351784,0.0338593874886899,0.5112
16:58:19.573,192,-0.00435131592546331,2.22237560251956,0.0342084533390887,0.487
16:58:19.780,207,-0.00107977508856686,2.32227188643749,0.0312413936106983,0.4787
16:58:19.972,192,0.00172960942840881,2.41422575772041,0.0298451302091027,0.4796
16:58:20.181,209,0.00472907145263059,2.51411408219119,0.0301941960595018,0.4767
16:58:20.371,190,0.00735276877453894,2.60436389473879,0.0279252680319091,0.4737
16:58:20.580,209,0.0100275086345778,2.70070712153782,0.0275762021815102,0.4486
16:58:20.772,192,0.0122911757691379,2.78327449576166,0.0272271363311114,0.4118
16:58:20.964,192,0.0144185901990983,2.86293568276702,0.0261799387799149,0.4183
16:58:21.172,208,0.0166860434453907,2.94734281207384,0.0275762021815102,0.3936
16:58:21.364,192,0.0188154035020208,3.02219250115889,0.0293215314335045,0.3864
16:58:21.573,209,0.0213012893286091,3.10421865335715,0.0312413936106983,0.3989
16:58:21.764,191,0.0236809848533044,3.1793299085746,0.0321140582366957,0.388
16:58:21.971,207,0.02
