Time of Day,Change in Time (ms),X (m),Y (m),Yaw (rad),Velocity (m/s)
16:54:22.200,117,0,0,-0.000349065850398844,0
16:54:22.407,207,0,0,-0.00087266462599711,0
16:54:22.599,192,0,0,-0.000698131700797688,0
16:54:22.806,207,0,0,0,0
16:54:22.998,192,0,0,0,0
16:54:23.207,209,0,0,0.000174532925199422,0
16:54:23.398,191,0,0,0,0
16:54:23.606,208,0,0,0.000349065850398844,0
16:54:23.799,193,0,0,-0.000174532925199644,0
16:54:24.7,208,0,0,-0.000349065850398844,0
16:54:24.198,191,0,0,-0.00087266462599711,0
16:54:24.406,208,0,0,-0.00157079632679502,0
16:54:24.598,192,0,0,-0.00087266462599711,0
16:54:24.806,208,0,0,-0.00174532925199422,0
16:54:24.997,191,0,0,-0.00122173047639595,0
16:54:25.206,209,0,0,-0.00191986217719387,0
16:54:25.399,193,0,0,-0.000698131700797688,0
16:54:25.605,206,0,0,-0.00174532925199422,0
16:54:25.797,192,0,0,-0.00087266462599711,0
16:54:26.7,210,0,0,-0.00122173047639595,0
16:54:26.198,191,0,0,-0.00087266462599711,0
16:54:26.404,206,0,0,-0.00087266462599711,0
16:54:26.597,193,0,0,-0.000523598775598266,0
16:54:26.806,209,0,0,-0.000523598775598266,0
16:54:26.997,191,0,0,-0.000349065850398844,0
16:54:27.205,208,0,0,-0.000523598775598266,0
16:54:27.397,192,0,0,-0.000523598775598266,0
16:54:27.605,208,0,0,-0.000349065850398844,0
16:54:27.796,191,0,0,0.000523598775598266,0
16:54:28.5,209,0,0,-0.000698131700797688,0
16:54:28.196,191,1.10507977441946E-06,0.00037244836057995,0.0029670597283904,0.0039
16:54:28.404,208,3.44116483379011E-06,0.00118364499376779,0.00279252680319075,0.0039
16:54:28.595,191,4.3512305165096E-06,0.00192854351885688,-0.000349065850398844,0.0039
16:54:28.805,210,-6.4885587944423E-05,0.013037320398742,-0.00645771823237906,0.1019
16:54:28.997,192,-0.000340406288325171,0.0374771783294627,-0.0144862327915529,0.1527
16:54:29.204,207,-0.00104059252336233,0.0734259091905399,-0.0233874119767241,0.1947
16:54:29.397,193,-0.00244538000611316,0.117454568450398,-0.0382227106186759,0.2618
16:54:29.589,192,-0.00477204191645816,0.171326975377827,-0.0474729556542457,0.2999
16:54:29.700,111,-0.00641101156315356,0.203836293752466,-0.0534070751110265,0.2866
16:54:29.892,192,-0.0092945902141213,0.256538220264104,-0.0560250689890178,0.2632
16:54:30.100,208,-0.0123556094988736,0.311375251328476,-0.0555014702134196,0.2649
16:54:30.293,193,-0.0150620190515312,0.361482152415544,-0.05235987755983,0.2551
16:54:30.500,207,-0.0178232819532696,0.414526528044527,-0.051661745859032,0.2581
16:54:30.692,192,-0.0204237503569269,0.464561394665836,-0.0521853446346303,0.2638
16:54:30.900,208,-0.0233152069618176,0.520688551930863,-0.0507890812330349,0.2766
16:54:31.92,192,-0.0261423373439846,0.574518288726122,-0.0541052068118242,0.2849
16:54:31.300,208,-0.0294128265229084,0.634416263477984,-0.0549778714378213,0.2919
16:54:31.492,192,-0.029370145938002,0.633822513428824,-0.0553269372882204,-0.2981
16:54:31.700,208,-0.0294222790102761,0.634663316602339,-0.0555014702134196,0.3062
16:54:31.891,191,-0.032796832501444,0.695106637079845,-0.0560250689890178,0.3277
16:54:32.99,208,-0.0365432537756191,0.762321504960156,-0.0553269372882204,0.3196
16:54:32.291,192,-0.0400030776369615,0.825096631756136,-0.0548033385126219,0.3353
16:54:32.499,208,-0.0437411946604606,0.893999292956694,-0.0535816080362259,0.3282
16:54:32.693,194,-0.0470903223873704,0.957912155747264,-0.0511381470834338,0.3316
16:54:32.899,206,-0.0505355888844863,1.02627917983567,-0.049567350756639,0.333
16:54:33.91,192,-0.0536983951582546,1.09072320501883,-0.0485201532054425,0.3391
16:54:33.301,210,-0.0571181658109595,1.16272449860333,-0.0464257581030492,0.3474
16:54:33.492,191,-0.0601417596894132,1.22944868396301,-0.0441568300754567,0.352
16:54:33.699,207,-0.0632933147281365,1.30221338877811,-0.042411500823462,0.3517
16:54:33.891,192,-0.0660416827756697,1.36902082331384,-0.0397935069454707,0.3448
16:54:34.99,208,-0.0688805837848281,1.44112014742244,-0.0389208423194736,0.349
16:54:34.290,191,-0.0714837078553748,1.50812014716975,-0.0387463093942741,0.3531
16:54:34.483,193,-0.0740395558885911,1.57652945242206,-0.0359537825910832,0.3563
16:54:34.691,208,-0.0767383626300592,1.65174585035551,-0.0357792496658838,0.3674
16:54:34.883,192,-0.0791913922687264,1.72253211384343,-0.0335103216382913,0.3704
16:54:35.91,208,-0.0816947256184412,1.79857730716416,-0.0322885911618951,0.3612
16:54:35.282,191,-0.0838502677122531,1.8677525367776,-0.0300196631343024,0.3635
